,noduleID,cluster
183,314,0.0
184,315,2.0
185,318,1.0
186,319,0.0
187,320,0.0
188,323,0.0
189,324,2.0
190,330,2.0
191,331,2.0
192,333,0.0
193,335,2.0
194,339,0.0
195,340,2.0
196,342,0.0
197,343,0.0
198,344,0.0
199,345,0.0
200,346,0.0
201,347,0.0
202,348,0.0
203,349,0.0
204,351,1.0
205,354,1.0
206,356,1.0
207,359,0.0
208,362,0.0
209,364,0.0
210,369,0.0
211,371,0.0
212,372,0.0
213,374,0.0
214,376,0.0
215,377,0.0
216,380,1.0
217,384,1.0
218,386,0.0
219,387,0.0
220,388,0.0
221,391,0.0
222,392,1.0
223,395,0.0
224,396,0.0
225,397,0.0
226,398,1.0
227,399,0.0
228,400,1.0
229,406,0.0
230,407,0.0
231,412,0.0
232,413,0.0
233,414,0.0
234,415,0.0
235,418,0.0
236,419,0.0
237,420,0.0
238,422,1.0
239,423,1.0
240,424,0.0
241,425,1.0
242,426,0.0
243,427,2.0
244,428,2.0
245,429,2.0
246,430,2.0
247,431,2.0
248,434,0.0
249,435,1.0
250,439,1.0
251,440,0.0
252,442,0.0
253,443,0.0
254,444,0.0
255,445,0.0
256,446,0.0
257,447,1.0
258,448,0.0
259,450,1.0
260,454,1.0
261,457,1.0
262,458,2.0
263,459,0.0
264,460,2.0
265,464,0.0
266,465,0.0
267,466,0.0
268,467,0.0
269,470,0.0
270,471,0.0
271,472,1.0
272,474,2.0
273,477,1.0
274,482,0.0
275,483,1.0
276,484,0.0
277,485,1.0
278,487,0.0
279,490,0.0
280,493,0.0
281,494,0.0
282,495,2.0
283,496,2.0
284,497,1.0
285,498,0.0
286,499,1.0
287,505,1.0
288,510,0.0
289,512,0.0
290,513,0.0
291,516,1.0
292,518,2.0
293,519,2.0
294,521,0.0
295,523,2.0
296,524,0.0
297,525,0.0
298,526,2.0
299,527,0.0
300,529,1.0
301,530,0.0
302,531,0.0
303,533,0.0
304,534,1.0
305,547,2.0
306,549,1.0
307,551,1.0
308,553,0.0
309,554,0.0
310,556,0.0
311,557,0.0
312,559,1.0
313,560,2.0
314,561,0.0
315,562,0.0
316,563,0.0
317,565,0.0
318,568,2.0
319,569,0.0
320,572,0.0
321,573,2.0
322,576,0.0
323,577,2.0
324,580,0.0
325,582,0.0
326,584,0.0
327,585,1.0
328,586,2.0
329,587,2.0
330,588,2.0
331,589,1.0
332,593,0.0
333,594,0.0
334,595,0.0
335,596,2.0
336,597,1.0
337,598,2.0
338,600,1.0
339,601,2.0
340,602,2.0
341,603,1.0
342,604,1.0
343,605,1.0
344,606,1.0
345,607,2.0
346,608,0.0
347,610,0.0
348,611,0.0
349,612,0.0
350,613,0.0
351,615,0.0
352,618,0.0
353,619,0.0
354,620,1.0
355,622,0.0
356,623,1.0
357,624,2.0
358,625,2.0
359,626,2.0
360,627,1.0
361,628,1.0
362,629,0.0
363,631,0.0
364,633,0.0
365,634,1.0
366,637,2.0
367,639,2.0
368,640,0.0
369,641,0.0
370,642,0.0
371,643,0.0
372,644,0.0
373,648,0.0
374,649,1.0
375,650,1.0
376,651,2.0
377,653,1.0
378,654,2.0
379,655,1.0
380,656,2.0
381,657,0.0
382,658,1.0
383,659,1.0
384,662,1.0
385,663,2.0
386,665,1.0
387,666,1.0
388,668,1.0
389,671,0.0
390,673,0.0
391,674,0.0
392,680,0.0
393,681,0.0
394,682,0.0
395,687,1.0
396,688,2.0
397,690,2.0
398,692,0.0
399,696,0.0
400,697,2.0
401,698,2.0
402,699,0.0
403,700,0.0
404,701,1.0
405,703,0.0
406,707,0.0
407,708,1.0
408,709,1.0
409,710,2.0
410,711,1.0
411,712,1.0
412,713,0.0
413,715,1.0
414,716,1.0
415,722,0.0
416,723,0.0
417,724,1.0
418,727,1.0
419,728,2.0
420,730,0.0
421,731,1.0
422,732,1.0
423,733,0.0
424,735,2.0
425,736,2.0
426,737,2.0
427,738,2.0
428,739,0.0
429,740,2.0
430,741,0.0
431,745,0.0
432,748,0.0
433,749,0.0
434,750,1.0
435,752,1.0
436,755,0.0
437,756,0.0
438,761,0.0
439,764,2.0
440,766,0.0
441,767,0.0
442,770,0.0
443,771,0.0
444,772,0.0
445,773,0.0
446,774,0.0
447,775,0.0
448,776,0.0
449,777,0.0
450,778,2.0
451,779,2.0
452,780,0.0
453,781,2.0
454,782,0.0
455,789,0.0
456,790,0.0
457,791,0.0
458,795,1.0
459,796,0.0
460,799,0.0
461,800,1.0
462,801,0.0
463,805,1.0
464,806,2.0
465,809,1.0
466,810,1.0
467,811,1.0
468,812,1.0
469,814,0.0
470,816,0.0
471,817,1.0
472,818,0.0
473,819,0.0
474,820,0.0
475,822,1.0
476,823,2.0
477,824,1.0
478,825,1.0
479,826,1.0
480,827,1.0
481,828,2.0
482,829,2.0
483,830,0.0
484,831,0.0
485,835,0.0
486,836,0.0
487,838,0.0
488,840,0.0
489,844,2.0
490,845,1.0
491,849,0.0
492,854,0.0
493,855,1.0
494,864,0.0
495,865,2.0
496,866,1.0
497,867,2.0
498,870,0.0
499,871,1.0
500,873,1.0
501,874,0.0
502,881,0.0
503,886,0.0
504,888,0.0
505,889,0.0
506,890,0.0
507,893,0.0
508,896,0.0
509,897,2.0
510,898,1.0
511,899,2.0
512,902,0.0
513,903,1.0
514,904,0.0
515,906,0.0
516,907,0.0
517,908,1.0
518,909,0.0
519,911,0.0
520,919,0.0
521,920,0.0
522,922,0.0
523,923,0.0
524,924,0.0
525,925,0.0
526,926,0.0
527,927,0.0
528,928,0.0
529,929,0.0
530,930,0.0
531,931,1.0
532,932,0.0
533,933,0.0
534,936,1.0
535,937,0.0
536,938,2.0
537,941,0.0
538,944,2.0
539,945,2.0
540,946,0.0
541,947,0.0
542,948,0.0
543,950,0.0
544,951,0.0
545,953,0.0
546,955,0.0
547,958,1.0
548,959,0.0
549,960,0.0
550,961,0.0
551,963,2.0
552,964,0.0
553,967,0.0
554,970,0.0
555,971,0.0
556,972,0.0
557,976,0.0
558,977,0.0
559,978,1.0
560,979,2.0
561,981,0.0
562,982,0.0
563,984,1.0
564,985,0.0
565,989,0.0
566,990,0.0
567,991,0.0
568,992,0.0
569,993,0.0
570,994,0.0
571,995,0.0
572,996,0.0
573,997,0.0
574,998,0.0
575,999,0.0
576,1000,0.0
577,1003,0.0
578,1010,1.0
579,1014,2.0
580,1015,1.0
581,1016,0.0
582,1017,0.0
583,1035,0.0
584,1036,0.0
585,1038,1.0
586,1039,1.0
587,1040,0.0
588,1041,2.0
589,1044,0.0
590,1050,0.0
591,1051,1.0
592,1052,1.0
593,1054,2.0
594,1055,1.0
595,1061,0.0
596,1064,0.0
597,1065,1.0
598,1067,0.0
599,1068,0.0
600,1072,0.0
601,1078,0.0
602,1080,0.0
603,1081,0.0
604,1083,0.0
605,1084,0.0
606,1085,0.0
607,1086,0.0
608,1087,1.0
609,1088,1.0
610,1094,0.0
611,1097,0.0
612,1098,0.0
613,1099,1.0
614,1101,0.0
615,1103,2.0
616,1104,1.0
617,1109,0.0
618,1110,0.0
619,1111,0.0
620,1112,0.0
621,1113,0.0
622,1116,1.0
623,1118,0.0
624,1119,0.0
625,1120,0.0
626,1124,0.0
627,1128,0.0
628,1130,0.0
629,1131,0.0
630,1132,0.0
631,1134,0.0
632,1135,0.0
633,1136,2.0
634,1137,2.0
635,1138,0.0
636,1139,0.0
637,1140,0.0
638,1142,0.0
639,1144,2.0
640,1145,0.0
641,1147,0.0
642,1148,0.0
643,1149,0.0
644,1150,0.0
645,1151,0.0
646,1152,1.0
647,1155,2.0
648,1157,0.0
649,1158,0.0
650,1159,0.0
651,1161,1.0
652,1166,1.0
653,1169,2.0
654,1170,1.0
655,1171,0.0
656,1174,1.0
657,1177,0.0
658,1178,1.0
659,1179,2.0
660,1184,2.0
661,1185,2.0
662,1186,1.0
663,1187,0.0
664,1189,0.0
665,1191,1.0
666,1195,0.0
667,1196,0.0
668,1197,0.0
669,1198,0.0
670,1201,0.0
671,1204,0.0
672,1205,0.0
673,1206,0.0
674,1208,0.0
675,1209,1.0
676,1213,0.0
677,1214,2.0
678,1215,2.0
679,1216,0.0
680,1218,0.0
681,1219,0.0
682,1220,1.0
683,1221,2.0
684,1223,2.0
685,1226,1.0
686,1229,0.0
687,1230,0.0
688,1231,0.0
689,1232,2.0
690,1233,0.0
691,1234,0.0
692,1235,0.0
693,1236,0.0
694,1237,0.0
695,1238,0.0
696,1240,0.0
697,1245,0.0
698,1249,0.0
699,1251,1.0
700,1252,0.0
701,1253,1.0
702,1254,0.0
703,1255,0.0
704,1256,1.0
705,1257,1.0
706,1258,0.0
707,1259,0.0
708,1260,0.0
709,1263,0.0
710,1267,0.0
711,1268,0.0
712,1269,1.0
713,1271,1.0
714,1272,1.0
715,1273,0.0
716,1276,0.0
717,1277,0.0
718,1279,0.0
719,1280,0.0
720,1288,0.0
721,1289,0.0
722,1290,1.0
723,1291,2.0
724,1292,1.0
725,1293,1.0
726,1298,1.0
727,1300,2.0
728,1301,0.0
729,1302,0.0
730,1303,0.0
731,1304,0.0
732,1305,0.0
733,1306,0.0
734,1307,0.0
735,1308,0.0
736,1309,0.0
737,1310,0.0
738,1311,0.0
739,1312,0.0
740,1313,0.0
741,1315,0.0
742,1316,2.0
743,1317,0.0
744,1318,0.0
745,1319,0.0
746,1321,0.0
747,1323,0.0
748,1324,1.0
749,1330,0.0
750,1340,1.0
751,1341,1.0
752,1343,2.0
753,1344,2.0
754,1345,2.0
755,1348,2.0
756,1349,0.0
757,1354,0.0
758,1359,1.0
759,1365,2.0
760,1366,0.0
761,1367,0.0
762,1371,0.0
763,1372,0.0
764,1373,0.0
765,1374,0.0
766,1376,0.0
767,1378,0.0
768,1381,0.0
769,1382,0.0
770,1383,0.0
771,1385,0.0
772,1386,0.0
773,1387,0.0
774,1388,0.0
775,1389,1.0
776,1391,0.0
777,1393,2.0
778,1394,1.0
779,1395,1.0
780,1398,0.0
781,1399,1.0
782,1400,1.0
783,1403,0.0
784,1405,0.0
785,1406,0.0
786,1407,0.0
787,1408,0.0
788,1409,1.0
789,1411,0.0
790,1412,0.0
791,1414,0.0
792,1416,0.0
793,1418,0.0
794,1421,0.0
795,1422,0.0
796,1423,0.0
797,1424,0.0
798,1425,0.0
799,1427,1.0
800,1430,0.0
801,1431,2.0
802,1432,0.0
803,1433,0.0
804,1436,0.0
805,1437,0.0
806,1441,1.0
807,1443,1.0
808,1452,0.0
809,1454,0.0
810,1455,0.0
811,1457,2.0
812,1460,0.0
813,1462,0.0
814,1463,0.0
815,1465,2.0
816,1466,0.0
817,1468,0.0
818,1469,0.0
819,1470,0.0
820,1471,0.0
821,1476,0.0
822,1478,0.0
823,1479,0.0
824,1480,0.0
825,1482,0.0
826,1484,2.0
827,1486,1.0
828,1488,0.0
829,1490,0.0
830,1494,0.0
831,1495,0.0
832,1496,0.0
833,1497,0.0
834,1499,0.0
835,1500,0.0
836,1501,0.0
837,1502,0.0
838,1506,0.0
839,1507,0.0
840,1508,0.0
841,1509,0.0
842,1511,1.0
843,1514,0.0
844,1517,0.0
845,1525,0.0
846,1535,0.0
847,1536,2.0
848,1537,1.0
849,1538,1.0
850,1543,0.0
851,1544,0.0
852,1545,1.0
853,1552,0.0
854,1553,0.0
855,1554,2.0
856,1557,1.0
857,1558,0.0
858,1559,0.0
859,1560,0.0
860,1562,0.0
861,1564,0.0
862,1565,0.0
863,1567,0.0
864,1568,0.0
865,1569,0.0
866,1571,0.0
867,1572,0.0
868,1573,0.0
869,1574,0.0
870,1575,0.0
871,1579,0.0
872,1580,0.0
873,1581,0.0
874,1583,2.0
875,1587,0.0
876,1588,2.0
877,1589,0.0
878,1590,0.0
879,1591,1.0
880,1592,0.0
881,1595,0.0
882,1596,0.0
883,1597,1.0
884,1599,0.0
885,1601,1.0
886,1603,0.0
887,1604,0.0
888,1605,0.0
889,1606,1.0
890,1607,1.0
891,1608,0.0
892,1610,2.0
893,1611,2.0
894,1612,2.0
895,1613,1.0
896,1614,0.0
897,1615,0.0
898,1618,0.0
899,1619,2.0
900,1621,0.0
901,1626,1.0
902,1628,0.0
903,1632,1.0
904,1633,0.0
905,1635,1.0
906,1636,1.0
907,1637,0.0
908,1638,1.0
909,1639,0.0
910,1644,0.0
911,1645,1.0
912,1649,0.0
913,1650,1.0
914,1651,0.0
915,1657,0.0
916,1658,0.0
917,1660,0.0
918,1662,0.0
919,1663,1.0
920,1664,1.0
921,1665,1.0
922,1667,0.0
923,1669,0.0
924,1670,0.0
925,1671,0.0
926,1673,0.0
927,1674,0.0
928,1675,0.0
929,1676,1.0
930,1678,0.0
931,1679,1.0
932,1684,0.0
933,1686,1.0
934,1688,1.0
935,1689,0.0
936,1690,0.0
937,1691,0.0
938,1692,0.0
939,1693,0.0
940,1694,0.0
941,1695,0.0
942,1696,0.0
943,1697,0.0
944,1698,0.0
945,1700,0.0
946,1701,0.0
947,1702,0.0
948,1703,1.0
949,1706,0.0
950,1710,0.0
951,1713,0.0
952,1714,1.0
953,1718,0.0
954,1722,1.0
955,1730,1.0
956,1737,2.0
957,1738,0.0
958,1739,2.0
959,1741,0.0
960,1745,0.0
961,1746,0.0
962,1747,0.0
963,1748,1.0
964,1750,1.0
965,1751,1.0
966,1754,0.0
967,1755,0.0
968,1756,0.0
969,1758,1.0
970,1759,1.0
971,1760,2.0
972,1771,1.0
973,1773,0.0
974,1778,0.0
975,1779,2.0
976,1780,1.0
977,1783,1.0
978,1785,1.0
979,1787,1.0
980,1788,0.0
981,1789,1.0
982,1790,1.0
983,1791,1.0
984,1792,1.0
985,1796,1.0
986,1799,1.0
987,1800,1.0
988,1801,1.0
989,1802,1.0
990,1803,1.0
991,1804,1.0
992,1805,1.0
993,1815,0.0
994,1816,2.0
995,1817,0.0
996,1819,0.0
997,1824,2.0
998,1825,1.0
999,1826,1.0
1000,1827,1.0
1001,1830,2.0
1002,1833,2.0
1003,1835,0.0
1004,1837,2.0
1005,1841,2.0
1006,1842,0.0
1007,1843,1.0
1008,1844,2.0
1009,1845,0.0
1010,1846,0.0
1011,1847,1.0
1012,1850,0.0
1013,1851,1.0
1014,1854,1.0
1015,1855,2.0
1016,1857,0.0
1017,1860,0.0
1018,1861,0.0
1019,1862,0.0
1020,1863,0.0
1021,1864,2.0
1022,1865,0.0
1023,1866,2.0
1024,1867,0.0
1025,1869,0.0
1026,1870,2.0
1027,1871,0.0
1028,1874,2.0
1029,1875,0.0
1030,1876,0.0
1031,1877,0.0
1032,1878,0.0
1033,1879,0.0
1034,1881,2.0
1035,1884,2.0
1036,1885,0.0
1037,1887,0.0
1038,1888,1.0
1039,1890,1.0
1040,1891,0.0
1041,1894,0.0
1042,1895,0.0
1043,1896,0.0
1044,1897,1.0
1045,1901,0.0
1046,1902,0.0
1047,1903,0.0
1048,1904,1.0
1049,1905,0.0
1050,1906,0.0
1051,1907,0.0
1052,1908,0.0
1053,1911,1.0
1054,1912,0.0
1055,1913,2.0
1056,1914,0.0
1057,1916,0.0
1058,1918,0.0
1059,1921,1.0
1060,1927,1.0
1061,1928,0.0
1062,1929,0.0
1063,1930,0.0
1064,1931,0.0
1065,1932,1.0
1066,1935,0.0
1067,1936,0.0
1068,1940,0.0
1069,1950,1.0
1070,1952,1.0
1071,1955,0.0
1072,1957,0.0
1073,1958,0.0
1074,1959,0.0
1075,1960,0.0
1076,1962,0.0
1077,1963,0.0
1078,1964,1.0
1079,1965,2.0
1080,1966,1.0
1081,1967,1.0
1082,1968,0.0
1083,1969,1.0
1084,1972,0.0
1085,1973,0.0
1086,1974,2.0
1087,1975,2.0
1088,1977,1.0
1089,1978,0.0
1090,1980,0.0
1091,1981,1.0
1092,1983,1.0
1093,1984,0.0
1094,1985,0.0
1095,1986,0.0
1096,1987,1.0
1097,1988,1.0
1098,1989,0.0
1099,1990,0.0
1100,1994,1.0
1101,1996,0.0
1102,1997,0.0
1103,2000,1.0
1104,2002,1.0
1105,2005,1.0
1106,2007,0.0
1107,2014,0.0
1108,2015,0.0
1109,2017,0.0
1110,2018,1.0
1111,2021,0.0
1112,2024,1.0
1113,2028,0.0
1114,2031,0.0
1115,2032,0.0
1116,2033,2.0
1117,2034,2.0
1118,2036,0.0
1119,2037,0.0
1120,2038,0.0
1121,2039,0.0
1122,2041,1.0
1123,2042,1.0
1124,2043,1.0
1125,2050,2.0
1126,2051,0.0
1127,2052,1.0
1128,2054,2.0
1129,2055,0.0
1130,2056,0.0
1131,2057,0.0
1132,2059,0.0
1133,2066,0.0
1134,2067,0.0
1135,2071,1.0
1136,2075,2.0
1137,2076,1.0
1138,2078,0.0
1139,2079,2.0
1140,2082,0.0
1141,2083,0.0
1142,2084,0.0
1143,2087,0.0
1144,2090,0.0
1145,2091,1.0
1146,2092,1.0
1147,2093,0.0
1148,2094,0.0
1149,2097,0.0
1150,2098,1.0
1151,2099,0.0
1152,2101,0.0
1153,2103,0.0
1154,2104,2.0
1155,2105,0.0
1156,2106,2.0
1157,2108,0.0
1158,2109,1.0
1159,2110,0.0
1160,2111,0.0
1161,2112,0.0
1162,2113,0.0
1163,2114,0.0
1164,2117,0.0
1165,2124,0.0
1166,2126,1.0
1167,2127,1.0
1168,2129,0.0
1169,2130,0.0
1170,2131,0.0
1171,2132,0.0
1172,2135,0.0
1173,2136,0.0
1174,2137,0.0
1175,2138,0.0
1176,2139,0.0
1177,2140,0.0
1178,2143,0.0
1179,2144,0.0
1180,2145,1.0
1181,2146,2.0
1182,2147,0.0
1183,2151,0.0
1184,2154,1.0
1185,2157,0.0
1186,2158,0.0
1187,2159,2.0
1188,2160,0.0
1189,2161,0.0
1190,2164,0.0
1191,2169,0.0
1192,2171,0.0
1193,2172,0.0
1194,2174,0.0
1195,2176,0.0
1196,2177,0.0
1197,2178,0.0
1198,2179,0.0
1199,2180,0.0
1200,2181,1.0
1201,2182,1.0
1202,2184,0.0
1203,2185,0.0
1204,2186,0.0
1205,2187,1.0
1206,2188,2.0
1207,2189,2.0
1208,2190,0.0
1209,2191,0.0
1210,2192,0.0
1211,2195,0.0
1212,2198,0.0
1213,2199,1.0
1214,2201,0.0
1215,2204,1.0
1216,2207,2.0
1217,2210,0.0
1218,2211,0.0
1219,2212,0.0
1220,2213,0.0
1221,2215,0.0
1222,2218,0.0
1223,2219,0.0
1224,2222,0.0
1225,2223,0.0
1226,2225,0.0
1227,2226,1.0
1228,2229,0.0
1229,2235,0.0
1230,2237,0.0
1231,2238,0.0
1232,2239,0.0
1233,2240,0.0
1234,2241,1.0
1235,2246,0.0
1236,2248,0.0
1237,2249,1.0
1238,2250,0.0
1239,2252,0.0
1240,2255,0.0
1241,2266,0.0
1242,2268,0.0
1243,2269,0.0
1244,2271,0.0
1245,2272,0.0
1246,2274,0.0
1247,2277,0.0
1248,2284,1.0
1249,2285,0.0
1250,2289,0.0
1251,2290,1.0
1252,2291,2.0
1253,2292,0.0
1254,2293,0.0
1255,2294,1.0
1256,2296,0.0
1257,2297,0.0
1258,2298,2.0
1259,2300,0.0
1260,2303,0.0
1261,2304,0.0
1262,2306,0.0
1263,2307,0.0
1264,2308,0.0
1265,2309,1.0
1266,2314,2.0
1267,2317,0.0
1268,2322,0.0
1269,2326,0.0
1270,2327,0.0
1271,2329,0.0
1272,2331,0.0
1273,2335,0.0
1274,2337,0.0
1275,2338,1.0
1276,2339,0.0
1277,2340,0.0
1278,2341,0.0
1279,2342,1.0
1280,2343,0.0
1281,2344,2.0
1282,2345,2.0
1283,2346,0.0
1284,2349,0.0
1285,2350,0.0
1286,2351,0.0
1287,2353,0.0
1288,2356,1.0
1289,2359,0.0
1290,2360,0.0
1291,2361,0.0
1292,2362,0.0
1293,2363,2.0
1294,2364,0.0
1295,2365,2.0
1296,2366,1.0
1297,2367,1.0
1298,2368,0.0
1299,2370,2.0
1300,2373,1.0
1301,2374,0.0
1302,2375,2.0
1303,2376,1.0
1304,2377,2.0
1305,2378,1.0
1306,2379,2.0
1307,2380,0.0
1308,2385,0.0
1309,2387,1.0
1310,2388,0.0
1311,2389,1.0
1312,2391,1.0
1313,2392,0.0
1314,2394,0.0
1315,2395,0.0
1316,2397,0.0
1317,2398,0.0
1318,2402,1.0
1319,2404,1.0
1320,2405,0.0
1321,2407,0.0
1322,2408,0.0
1323,2412,0.0
1324,2414,0.0
1325,2415,1.0
1326,2416,1.0
1327,2417,0.0
1328,2418,1.0
1329,2419,2.0
1330,2421,0.0
1331,2422,1.0
1332,2426,1.0
1333,2429,0.0
1334,2432,0.0
1335,2433,0.0
1336,2437,0.0
1337,2438,0.0
1338,2439,0.0
1339,2442,0.0
1340,2443,0.0
1341,2444,2.0
1342,2445,2.0
1343,2446,1.0
1344,2447,1.0
1345,2448,1.0
1346,2449,1.0
1347,2450,0.0
1348,2451,0.0
1349,2452,1.0
1350,2453,1.0
1351,2454,1.0
1352,2455,0.0
1353,2457,0.0
1354,2458,2.0
1355,2461,1.0
1356,2462,0.0
1357,2463,0.0
1358,2467,0.0
1359,2468,0.0
1360,2470,0.0
1361,2471,0.0
1362,2474,0.0
1363,2475,0.0
1364,2476,2.0
1365,2477,1.0
1366,2478,2.0
1367,2479,1.0
1368,2480,0.0
1369,2481,0.0
1370,2482,1.0
1371,2483,0.0
1372,2485,0.0
1373,2486,0.0
1374,2487,1.0
1375,2488,2.0
1376,2489,2.0
1377,2492,0.0
1378,2494,0.0
1379,2501,0.0
1380,2504,0.0
1381,2505,0.0
1382,2508,0.0
1383,2509,0.0
1384,2510,0.0
1385,2511,0.0
1386,2515,0.0
1387,2516,0.0
1388,2518,0.0
1389,2521,0.0
1390,2525,0.0
1391,2527,0.0
1392,2530,0.0
1393,2531,1.0
1394,2532,0.0
1395,2533,2.0
1396,2534,0.0
1397,2535,1.0
1398,2536,0.0
1399,2537,2.0
1400,2538,2.0
1401,2539,0.0
1402,2550,0.0
1403,2551,1.0
1404,2553,0.0
1405,2554,2.0
1406,2555,0.0
1407,2556,0.0
1408,2558,0.0
1409,2559,1.0
1410,2560,1.0
1411,2561,1.0
1412,2562,1.0
1413,2563,1.0
1414,2564,0.0
1415,2566,1.0
1416,2568,0.0
1417,2569,1.0
1418,2577,2.0
1419,2578,0.0
1420,2579,0.0
1421,2580,0.0
1422,2584,0.0
1423,2586,2.0
1424,2588,0.0
1425,2590,2.0
1426,2591,0.0
1427,2592,0.0
1428,2593,0.0
1429,2594,0.0
1430,2595,1.0
1431,2597,0.0
1432,2598,0.0
1433,2599,2.0
1434,2600,1.0
1435,2604,0.0
1436,2606,0.0
1437,2609,0.0
1438,2614,0.0
1439,2615,1.0
1440,2621,2.0
1441,2622,2.0
1442,2623,2.0
1443,2624,2.0
1444,2625,0.0
1445,2626,0.0
1446,2628,1.0
1447,2629,0.0
1448,2631,1.0
1449,2633,2.0
1450,2634,0.0
1451,2636,2.0
1452,2639,0.0
1453,2644,0.0
1454,2645,1.0
1455,2646,0.0
1456,2647,2.0
1457,2650,0.0
1458,2651,0.0
1459,2653,0.0
1460,2654,0.0
1461,2655,0.0
1462,2656,1.0
1463,2657,2.0
1464,2658,1.0
1465,2659,0.0
1466,2660,0.0
1467,2662,0.0
1468,2663,0.0
1469,2664,0.0
1470,2666,0.0
1471,2667,0.0
1472,2668,0.0
1473,2669,1.0
1474,2670,1.0
1475,2672,1.0
1476,2674,0.0
1477,2676,1.0
1478,2677,0.0
1479,2679,0.0
1480,2682,0.0
1481,2685,0.0
1482,2686,2.0
1483,2687,1.0
1484,2688,0.0
1485,2689,0.0
1486,2690,1.0
1487,2691,0.0
